2017-03-28 17:08:30,117 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsFaultLog null
2017-03-28 17:10:54,290 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write event: MwtNotificationBase [getType()=AttributeValueChangedNotificationXml, nodeName=sendatesim10, counter=9639, timeStamp=20170328171053.0Z, objectId=LP-MWPS-ifIndex1]
2017-03-28 17:10:54,290 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsEventBase null
2017-03-28 17:10:54,292 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsEventBase AVsVeEFSEF8tR-YqvwiK
2017-03-28 17:10:56,286 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Notification received: <notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:10:55Z</eventTime>
  <ProblemNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9640</counter>
    <timeStamp>20170328171055.7Z</timeStamp>
    <objectIdRef>LP-MWPS-ifIndex1</objectIdRef>
    <problem>temperatureIsExceeded</problem>
    <severity>minor</severity>
  </ProblemNotification>
</notification>

2017-03-28 17:10:56,286 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@5b877c4f
2017-03-28 17:10:56,286 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:10:56,286 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:10:56,286 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: ProblemNotification
2017-03-28 17:10:56,287 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write fault to faultlog: ProblemNotificationXml [problem=temperatureIsExceeded, severity=Minor, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9640, timeStamp=20170328171055.0Z, objectId=LP-MWPS-ifIndex1]]
2017-03-28 17:10:56,287 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsFaultLog null
2017-03-28 17:10:56,289 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsFaultLog AVsVeEkfEF8tR-YqvwiL
2017-03-28 17:10:56,289 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write fault to currentlog: ProblemNotificationXml [problem=temperatureIsExceeded, severity=Minor, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9640, timeStamp=20170328171055.0Z, objectId=LP-MWPS-ifIndex1]]
2017-03-28 17:10:56,289 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsFaultCurrent sendatesim10/LP-MWPS-ifIndex1/temperatureIsExceeded
2017-03-28 17:10:56,290 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsFaultCurrent sendatesim10/LP-MWPS-ifIndex1/temperatureIsExceeded
2017-03-28 17:10:56,290 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Notification received: <notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:10:55Z</eventTime>
  <AttributeValueChangedNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9640</counter>
    <timeStamp>20170328171055.7Z</timeStamp>
    <objectIdRef>LP-MWPS-ifIndex1</objectIdRef>
    <attributeName>airInterfaceStatus/modulationCur</attributeName>
    <newValue>128</newValue>
  </AttributeValueChangedNotification>
</notification>

2017-03-28 17:10:56,290 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@149d2bb5
2017-03-28 17:10:56,290 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:10:56,290 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:10:56,290 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: AttributeValueChangedNotification
2017-03-28 17:10:56,291 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write event: MwtNotificationBase [getType()=AttributeValueChangedNotificationXml, nodeName=sendatesim10, counter=9640, timeStamp=20170328171055.0Z, objectId=LP-MWPS-ifIndex1]
2017-03-28 17:10:56,291 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsEventBase null
2017-03-28 17:10:56,292 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsEventBase AVsVeEkjEF8tR-YqvwiM
2017-03-28 17:10:58,288 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | 
RemoteDevice{sendatesim10}: Notification received: 
<notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:10:57Z</eventTime>
  <ProblemNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9641</counter>
    <timeStamp>20170328171057.7Z</timeStamp>
    <objectIdRef>LP-MWPS-ifIndex1</objectIdRef>
    <problem>temperatureIsExceeded</problem>
    <severity>non-alarmed</severity>
  </ProblemNotification>
</notification>

2017-03-28 17:10:58,288 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@132170b8
2017-03-28 17:10:58,288 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:10:58,288 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:10:58,288 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: ProblemNotification
2017-03-28 17:10:58,289 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write fault to faultlog: ProblemNotificationXml [problem=temperatureIsExceeded, severity=NonAlarmed, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9641, timeStamp=20170328171057.0Z, objectId=LP-MWPS-ifIndex1]]
2017-03-28 17:10:58,289 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsFaultLog null
2017-03-28 17:10:58,291 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsFaultLog AVsVeFDyEF8tR-YqvwiN
2017-03-28 17:10:58,291 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Remove fault from currentlog: ProblemNotificationXml [problem=temperatureIsExceeded, severity=NonAlarmed, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9641, timeStamp=20170328171057.0Z, objectId=LP-MWPS-ifIndex1]]
2017-03-28 17:10:58,292 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | 
RemoteDevice{sendatesim10}: Notification received: 
<notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:10:57Z</eventTime>
  <AttributeValueChangedNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9641</counter>
    <timeStamp>20170328171057.7Z</timeStamp>
    <objectIdRef>LP-MWPS-ifIndex1</objectIdRef>
    <attributeName>airInterfaceStatus/modulationCur</attributeName>
    <newValue>128</newValue>
  </AttributeValueChangedNotification>
</notification>

2017-03-28 17:10:58,292 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@3760d04b
2017-03-28 17:10:58,292 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:10:58,292 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:10:58,292 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: AttributeValueChangedNotification
2017-03-28 17:10:58,293 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write event: MwtNotificationBase [getType()=AttributeValueChangedNotificationXml, nodeName=sendatesim10, counter=9641, timeStamp=20170328171057.0Z, objectId=LP-MWPS-ifIndex1]
2017-03-28 17:10:58,293 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsEventBase null
2017-03-28 17:10:58,294 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsEventBase AVsVeFD1EF8tR-YqvwiO
2017-03-28 17:11:00,290 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Notification received: <notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:10:59Z</eventTime>
  <ProblemNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9642</counter>
    <timeStamp>20170328171059.8Z</timeStamp>
    <objectIdRef>LP-MWPS-ifIndex1</objectIdRef>
    <problem>modemIsFaulty</problem>
    <severity>warning</severity>
  </ProblemNotification>
</notification>

2017-03-28 17:11:00,291 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@4e8f9fcc
2017-03-28 17:11:00,291 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:11:00,291 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:11:00,291 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: ProblemNotification
2017-03-28 17:11:00,292 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write fault to faultlog: ProblemNotificationXml [problem=modemIsFaulty, severity=Warning, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9642, timeStamp=20170328171059.0Z, objectId=LP-MWPS-ifIndex1]]
2017-03-28 17:11:00,292 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsFaultLog null
2017-03-28 17:11:00,294 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsFaultLog AVsVeFjEEF8tR-YqvwiP
2017-03-28 17:11:00,294 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write fault to currentlog: ProblemNotificationXml [problem=modemIsFaulty, severity=Warning, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9642, timeStamp=20170328171059.0Z, objectId=LP-MWPS-ifIndex1]]
2017-03-28 17:11:00,294 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsFaultCurrent sendatesim10/LP-MWPS-ifIndex1/modemIsFaulty
2017-03-28 17:11:00,295 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsFaultCurrent sendatesim10/LP-MWPS-ifIndex1/modemIsFaulty
2017-03-28 17:11:00,295 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Notification received: <notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:10:59Z</eventTime>
  <AttributeValueChangedNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9642</counter>
    <timeStamp>20170328171059.8Z</timeStamp>
    <objectIdRef>LP-MWPS-ifIndex1</objectIdRef>
    <attributeName>airInterfaceStatus/modulationCur</attributeName>
    <newValue>128</newValue>
  </AttributeValueChangedNotification>
</notification>

2017-03-28 17:11:00,295 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@13d4a364
2017-03-28 17:11:00,295 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:11:00,295 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:11:00,295 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: AttributeValueChangedNotification
2017-03-28 17:11:00,296 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write event: MwtNotificationBase [getType()=AttributeValueChangedNotificationXml, nodeName=sendatesim10, counter=9642, timeStamp=20170328171059.0Z, objectId=LP-MWPS-ifIndex1]
2017-03-28 17:11:00,296 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsEventBase null
2017-03-28 17:11:00,297 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsEventBase AVsVeFjIEF8tR-YqvwiQ
2017-03-28 17:11:00,640 | TRACE | ssing-executor-6 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{controller-config}: Invoking keepalive RPC
2017-03-28 17:11:00,641 | TRACE | ssing-executor-6 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{controller-config}: Sending message <rpc message-id="m-170" xmlns="urn:ietf:params:xml:ns:netconf:base:1.0">
<get-config>
<source>
<running/>
</source>
<filter xmlns:ns0="urn:ietf:params:xml:ns:netconf:base:1.0" ns0:type="subtree"/>
</get-config>
</rpc>

2017-03-28 17:11:00,642 | TRACE | oupCloseable-3-4 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | Finished sending request <rpc message-id="m-170" xmlns="urn:ietf:params:xml:ns:netconf:base:1.0">
<get-config>
<source>
<running/>
</source>
<filter xmlns:ns0="urn:ietf:params:xml:ns:netconf:base:1.0" ns0:type="subtree"/>
</get-config>
</rpc>

2017-03-28 17:11:00,674 | DEBUG | oupCloseable-3-4 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{controller-config}: Message received <rpc-reply xmlns="urn:ietf:params:xml:ns:netconf:base:1.0" message-id="m-170">
<data/>
</rpc-reply>

2017-03-28 17:11:00,674 | TRACE | oupCloseable-3-4 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{controller-config}: Matched request: <rpc message-id="m-170" xmlns="urn:ietf:params:xml:ns:netconf:base:1.0">
<get-config>
<source>
<running/>
</source>
<filter xmlns:ns0="urn:ietf:params:xml:ns:netconf:base:1.0" ns0:type="subtree"/>
</get-config>
</rpc>
 to response: <rpc-reply xmlns="urn:ietf:params:xml:ns:netconf:base:1.0" message-id="m-170">
<data/>
</rpc-reply>

2017-03-28 17:11:00,674 | DEBUG | oupCloseable-3-4 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{controller-config}: Keepalive RPC successful with response: ImmutableContainerNode{nodeIdentifier=(urn:ietf:params:xml:ns:netconf:base:1.0?revision=2011-06-01)rpc-reply, value=[ImmutableContainerNode{nodeIdentifier=(urn:ietf:params:xml:ns:netconf:base:1.0?revision=2011-06-01)data, value=[], attributes={}}], attributes={}}
2017-03-28 17:11:00,674 | TRACE | oupCloseable-3-4 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{controller-config}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | PM Tick 332 start
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | PM Tick 332 getNextInterface enter. Queue size 3 
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | PM Tick Loop ne null neiterator null Interfaceiterator null
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Reset
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | getNextInterface start condition. Get interator.
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | PM Tick Loop ne null neiterator true Interfaceiterator null
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Next NE 1
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | PM Tick Loop ne Sim10 neiterator true Interfaceiterator false
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Next NE 1
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | PM Tick Loop ne Sim12 neiterator true Interfaceiterator false
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Next NE 1
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | PM Tick Loop ne sendatesim10 neiterator false Interfaceiterator false
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Reset
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | getNextInterface null 2
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | PM Tick 332 Handle Interface No NE
2017-03-28 17:11:00,851 | DEBUG | pool-37-thread-1 | PerformanceManagerTask           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | PM Tick end 332
2017-03-28 17:11:02,293 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Notification received: <notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:11:01Z</eventTime>
  <ProblemNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9643</counter>
    <timeStamp>20170328171101.8Z</timeStamp>
    <objectIdRef>LP-MWPS-ifIndex1</objectIdRef>
    <problem>modemIsFaulty</problem>
    <severity>non-alarmed</severity>
  </ProblemNotification>
</notification>

2017-03-28 17:11:02,293 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@443c7876
2017-03-28 17:11:02,293 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:11:02,293 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:11:02,293 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: ProblemNotification
2017-03-28 17:11:02,294 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write fault to faultlog: ProblemNotificationXml [problem=modemIsFaulty, severity=NonAlarmed, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9643, timeStamp=20170328171101.0Z, objectId=LP-MWPS-ifIndex1]]
2017-03-28 17:11:02,294 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsFaultLog null
2017-03-28 17:11:02,296 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsFaultLog AVsVeGCWEF8tR-YqvwiR
2017-03-28 17:11:02,296 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Remove fault from currentlog: ProblemNotificationXml [problem=modemIsFaulty, severity=NonAlarmed, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9643, timeStamp=20170328171101.0Z, objectId=LP-MWPS-ifIndex1]]
